Date,Time,SO2,NO, NO2,CO,OZONE,PM10,PM2.5,AQI
16/02/2020,03:00,0,0,0.2,0.2,1.4,15.5,4.6,20.7207
16/02/2020,04:00,0,0,0.2,0.2,1.4,16.1,2.2,14.9074
16/02/2020,05:00,0,0,0.1,0.1,1.9,13.6,5,22.5225
16/02/2020,06:00,0,0,0.3,0.1,1.6,16.7,8.7,39.1892
16/02/2020,07:00,0.1,0.1,0.5,0.1,1.6,14.7,4.6,20.7207
16/02/2020,08:00,0.1,0.3,0.5,0.2,2,17.7,6.5,29.2793
16/02/2020,09:00,0.1,0.3,0.3,0.2,2.3,18.9,5.6,25.2252
16/02/2020,10:00,0.1,0.1,0.2,0.1,2.5,13.2,7.6,34.2342
16/02/2020,11:00,0.1,0.1,0.1,0.1,2.8,13.8,5.3,23.8739
16/02/2020,12:00,0.1,0.2,0.2,0.1,2.6,16.5,8.6,38.7387
16/02/2020,13:00,0,0.1,0.1,0.1,2.6,16.2,-0.7,15
16/02/2020,14:00,0.1,0.1,0.2,0.1,2.7,16.4,-2.4,15.1852
16/02/2020,15:00,0.1,0.2,0.3,0.1,2.4,17.3,3.2,16.0185
16/02/2020,16:00,0.1,0.1,0.2,0.1,2.2,12,0.7,11.1111
16/02/2020,17:00,0,0.1,0.1,0.1,2.1,11.5,2.6,11.7117
16/02/2020,18:00,0,0.1,0.4,0.1,1.6,11.3,3.7,16.6667
16/02/2020,19:00,0.1,0,0.2,0.1,1.7,10.8,4.5,20.2703
16/02/2020,20:00,0.1,0.1,0.6,0.1,1.3,10.3,5.8,26.1261
16/02/2020,21:00,0,0.5,0.8,0.2,1.3,8.5,5.5,24.7748
16/02/2020,22:00,0,0.05,1,0.2,1.1,8.4,3.8,17.1171
16/02/2020,23:00,0,0,1.05,0.15,1.1,7.5,2.5,11.2613
16/02/2020,24:00,0.05,0.5,0.8,0.2,1.3,6.9,1.1,6.38889
17/02/2020,01:00,0.05,0.55,0.8,0.1,1.4,5,1.1,4.95495
17/02/2020,02:00,0,0.15,0.35,0.15,2.15,6.1,1.3,5.85586
17/02/2020,03:00,0.05,0.2,1.2,0.25,1,4.5,-1.4,4.16667
17/02/2020,04:00,0.05,0.05,1.7,0.2,0.8,6.3,1.2,5.83333
17/02/2020,05:00,0.1,2,2.4,0.35,0.7,7.1,-8.5,6.57407
17/02/2020,06:00,0,0.2,0.9,0.2,0.3,8.7,-9.1,8.05556
17/02/2020,07:00,0,0.9,1,0.2,0.3,11,4.5,20.2703
17/02/2020,08:00,0,1.1,1,0.2,0.4,10.9,6.5,29.2793
17/02/2020,09:00,0,1.1,0.8,0.2,0.9,9.4,6.7,30.1802
17/02/2020,10:00,0,0.9,0.9,0.2,1,10.2,-0.4,9.44444
17/02/2020,11:00,0.1,1.9,1.7,0.2,0.6,16,-0.9,14.8148
17/02/2020,12:00,0,0.8,1.2,0.2,1,19.4,2.7,17.963
17/02/2020,13:00,0,0.6,0.9,0.2,1.3,14.9,7.1,31.982
17/02/2020,14:00,0,0.5,1,0.2,1.5,18.3,17.2,62.1562
17/02/2020,15:00,0,0.5,0.8,0.1,1.6,12.3,5.9,26.5766
17/02/2020,16:00,0,1.5,1.3,0.2,0.9,12.3,0.5,11.3889
17/02/2020,17:00,0,0.9,1.5,0.2,0.8,13.5,0,12.5
17/02/2020,18:00,0,0.7,1.6,0.2,0.7,18.2,3.3,16.8519
17/02/2020,19:00,0,0.5,1.3,0.2,0.9,13.5,1.2,12.5
17/02/2020,20:00,0,0.2,1.6,0.2,0.6,12.9,-2.6,11.9444
17/02/2020,21:00,0,0.1,1.1,0.2,0.9,12.1,-4,11.2037
17/02/2020,22:00,0,0,0.8,0.2,1.1,8.8,-3.1,8.14815
17/02/2020,23:00,0,0,0.6,0.2,1.4,7.6,-3.5,7.03704
17/02/2020,24:00,0,0,0.5,0.2,1.3,7.1,2.1,9.45946
18/02/2020,01:00,0,0,0.5,0.2,1.1,9.2,-0.3,8.51852
18/02/2020,02:00,0,0.25,1.05,0.15,0.7,8.7,-3.5,8.05556
18/02/2020,03:00,0,0,0.3,0.2,1.3,8.3,0.6,7.68519
18/02/2020,04:00,0,0,0.4,0.2,0.9,9.3,3.4,15.3153
18/02/2020,05:00,0,0.6,1.1,0.2,0.3,11.1,3.1,13.964
18/02/2020,06:00,0,0.5,1,0.2,0.3,13.1,7.4,33.3333
18/02/2020,07:00,0,0.7,0.9,0.3,0.5,20.7,2.6,19.1667
18/02/2020,08:00,0.1,0.7,1,0.2,0.9,16.3,6.8,30.6306
18/02/2020,09:00,0.1,0.4,0.6,0.2,1.4,17.5,5,22.5225
18/02/2020,10:00,0,0.4,0.6,0.2,2,16.9,3.3,15.6481
18/02/2020,11:00,0.1,0.3,0.7,0.2,3,19.1,4.2,18.9189
18/02/2020,12:00,0.1,1,1.9,0.3,2.7,26.4,4.7,24.4444
18/02/2020,13:00,0.3,1.9,3,0.3,2.4,32.7,10.7,48.1982
18/02/2020,14:00,0.2,1.7,3.2,0.3,2.6,30.7,10.9,49.0991
18/02/2020,15:00,0.3,0.2,1.4,0.3,4.8,20.6,9.9,44.5946
18/02/2020,16:00,0.7,0,1.2,0.3,5.9,20.4,10.4,46.8468
18/02/2020,17:00,0.4,0,0.9,0.3,5.2,21.2,8.4,37.8378
18/02/2020,18:00,0.1,0,0.6,0.2,4.3,14.5,7.4,33.3333
18/02/2020,19:00,0.1,0,0.4,0.2,4.3,11.9,3.6,16.2162
18/02/2020,20:00,0.2,0,0.4,0.2,4,20.9,2.1,19.3519
18/02/2020,21:00,0.15,0.1,0.55,0.15,3.1,19.9,4.3,19.3694
18/02/2020,22:00,0.05,0.2,0.65,0.15,2.6,26,6,27.027
18/02/2020,23:00,0.05,0.15,0.35,0.25,3.7,0.4,9.3,41.8919
18/02/2020,24:00,0.05,0.15,0.3,0.1,3,14.3,7.1,31.982
19/02/2020,01:00,0,0,0.35,0.15,2.9,12.2,3,13.5135
19/02/2020,02:00,-0.05,0.65,1.15,0.3,1.35,9.3,4.8,21.6216
19/02/2020,03:00,0.1,0.2,0.7,0.25,2.2,10.9,1.2,10.0926
19/02/2020,04:00,0,0.15,0.1,0.15,1.8,21.8,4.4,20.1852
19/02/2020,05:00,0.1,1.9,2.25,0.35,0.9,25,7.6,34.2342
19/02/2020,06:00,0.1,2.45,2,0.35,0.4,27.2,5.4,25.1852
19/02/2020,07:00,0.1,2.45,2,0.35,0.4,43,3.8,39.8148
19/02/2020,08:00,0,0.2,0.95,0.3,1.1,80.5,10.4,63.6212
19/02/2020,09:00,0.05,0.45,0.65,0.25,1.9,68.2,7.4,57.5333
19/02/2020,10:00,0.05,0.2,0.6,0.15,2.6,37.7,5,34.9074
19/02/2020,11:00,0,0.1,0.65,0.15,3.1,27.7,5.9,26.5766
19/02/2020,12:00,0,0,0.2,0.1,3.3,21.2,3.7,19.6296
19/02/2020,13:00,0,0,0.1,0.1,3.5,11,3.2,14.4144
19/02/2020,14:00,0,0.1,0.2,0.2,3.6,20.6,1.8,19.0741
19/02/2020,15:00,0,0,0.2,0.1,3.6,10.9,0.6,10.0926
19/02/2020,16:00,0,0,0.2,0.1,3.6,9.7,4.1,18.4685
19/02/2020,17:00,0,0,0.2,0.1,3.6,7.8,0.6,7.22222
19/02/2020,18:00,0,0,0.2,0.1,3.4,9.3,3.8,17.1171
19/02/2020,19:00,0,0,0.2,0.1,3.1,11.1,-0.5,10.2778
19/02/2020,20:00,0,-0.1,0.3,0.1,2.7,11.6,4,18.018
19/02/2020,21:00,0,-0.1,0.4,0.1,2.5,11.8,6.4,28.8288
19/02/2020,22:00,0,-0.1,0.8,0.1,2,13.5,4.5,20.2703
19/02/2020,23:00,0,0,0.5,0.1,2.4,25.2,3.6,23.3333
19/02/2020,24:00,0,-0.1,0.2,0.1,2.9,13.6,3.1,13.964
20/02/2020,01:00,0,-0.1,0.4,0.2,2.6,12.3,7.5,33.7838
20/02/2020,02:00,0,1,1.75,0.2,0.15,11.8,4.1,18.4685
20/02/2020,03:00,0,0,0.4,0.1,1.8,10.7,2.8,12.6126
20/02/2020,04:00,0,0,0.3,0.2,1.8,11.5,4.4,19.8198
20/02/2020,05:00,0,0,0.6,0.2,1.2,11.6,1.9,10.7407
20/02/2020,06:00,0,1,1.7,0.3,0.3,15.8,10.3,46.3964
20/02/2020,07:00,0,2.1,1.9,0.3,0.3,21.2,10.3,46.3964
20/02/2020,08:00,0.1,2.5,1.7,0.3,0.7,21.5,12.8,52.5312
20/02/2020,09:00,0.1,0.6,0.7,0.2,1.5,22.6,7.1,31.982
20/02/2020,10:00,0,0.2,0.3,0.1,2.1,16.6,4,18.018
20/02/2020,11:00,0,0.2,0.3,0.1,2.4,18.8,2.5,17.4074
20/02/2020,12:00,0,0.3,0.3,0.1,2.4,14,1.4,12.963
20/02/2020,13:00,0,0.2,0.2,0.1,2.6,14.5,7.8,35.1351
20/02/2020,14:00,0,0.3,0.3,0.1,2.8,13.3,8.6,38.7387
20/02/2020,15:00,0,0.2,0.3,0.1,2.8,13.9,3.5,15.7658
20/02/2020,16:00,0,0.2,0.4,0.1,2.6,15.1,1.9,13.9815
20/02/2020,17:00,0,0.2,0.3,0.1,2.4,12.4,4.4,19.8198
20/02/2020,18:00,0,0.2,0.6,0.1,2.1,15.5,4.7,21.1712
20/02/2020,19:00,0,0.1,0.6,0.1,1.9,18.8,7.3,32.8829
20/02/2020,20:00,0,0.1,0.8,0.1,1.8,18.7,6.5,29.2793
20/02/2020,21:00,0,0,0.7,0.1,1.9,21.9,7.4,33.3333
20/02/2020,22:00,0,0,0.7,0.1,1.8,22.4,10.8,48.6486
20/02/2020,23:00,0,0,0.5,0.1,2,22.2,7.6,34.2342
20/02/2020,24:00,0,0,0.3,0.1,2.3,21.1,5.8,26.1261
21/02/2020,01:00,0,0,0.9,0.1,1.7,20.8,8.4,37.8378
21/02/2020,02:00,0.05,2.15,2,0.4,0.75,19.4,7,31.5315
21/02/2020,03:00,0,0,0.2,0.1,2,19.9,3.9,18.4259
21/02/2020,04:00,0,0,0.6,0.1,1.5,20.1,5.8,26.1261
21/02/2020,05:00,0,0,1,0.1,0.8,22.9,9,40.5405
21/02/2020,06:00,0,0.1,1.4,0.2,0.5,22.7,4.9,22.0721
21/02/2020,07:00,0,1.1,1.6,0.2,0.4,25.2,6.9,31.0811
21/02/2020,08:00,0,0.6,1,0.2,1.3,27.3,6,27.027
21/02/2020,09:00,0.1,0.5,0.9,0.2,1.5,26.7,5.8,26.1261
21/02/2020,10:00,0.1,0.7,1.1,0.2,1.5,28.4,7,31.5315
21/02/2020,11:00,0,0.5,1,0.2,1.9,27.4,6.4,28.8288
21/02/2020,12:00,0,0.3,0.6,0.2,2.3,23.7,5.8,26.1261
21/02/2020,13:00,0,0.1,0.3,0.1,2.8,20.7,3.9,19.1667
21/02/2020,14:00,0,0.3,0.5,0.2,2.4,20.7,1.2,19.1667
21/02/2020,15:00,0,0.2,0.4,0.1,2.5,20,3.3,18.5185
21/02/2020,16:00,0,0.2,0.5,0.2,2.2,21,3.1,19.4444
21/02/2020,17:00,0,0.1,0.3,0.1,2.3,19.3,7.1,31.982
21/02/2020,18:00,0,0.1,0.4,0.1,2.1,18.9,6.1,27.4775
21/02/2020,19:00,0,0.1,0.7,0.1,1.7,22.5,7.9,35.5856
21/02/2020,20:00,0,0.2,0.9,0.1,1.5,21.4,5.8,26.1261
21/02/2020,21:00,0,0.2,0.9,0.1,1.5,21.1,7.4,33.3333
21/02/2020,22:00,0,0.2,1.1,0.1,1.4,20.1,4,18.6111
21/02/2020,23:00,0,0.1,0.7,0.1,1.8,19,6.3,28.3784
21/02/2020,24:00,0,0.1,0.8,0.1,1.7,19.8,5,22.5225
22/02/2020,01:00,0,0,0.6,0.1,1.8,19.6,5.6,25.2252
22/02/2020,02:00,0,0.1,0.35,0.15,1.6,8.3,2.7,12.1622
22/02/2020,03:00,0,0,0,0.1,1.9,7.1,2.2,9.90991
22/02/2020,04:00,0,0,0,0.1,1.8,7.3,2.9,13.0631
22/02/2020,05:00,0,0,0.1,0.1,1.8,8.2,5.8,26.1261
22/02/2020,06:00,0,0,0.6,0.2,1.3,14,5.4,24.3243
22/02/2020,07:00,0,0.1,1,0.2,0.7,17.9,3.9,17.5676
22/02/2020,08:00,0,0.5,0.9,0.2,0.9,18.5,4.6,20.7207
22/02/2020,09:00,0,0.6,0.7,0.2,1.2,14.9,5.5,24.7748
22/02/2020,10:00,0,0.7,0.8,0.2,1.1,17.3,6.2,27.9279
22/02/2020,11:00,0,0.3,0.4,0.2,1.7,11.8,4.9,22.0721
22/02/2020,12:00,0,0.3,0.4,0.2,1.8,13,2.3,12.037
22/02/2020,13:00,0,0.3,0.7,0.2,1.6,15.8,6.6,29.7297
22/02/2020,14:00,0,0.6,0.7,0.2,1.7,15.7,9.2,41.4414
22/02/2020,15:00,0,0.6,0.8,0.1,1.5,14.8,5.3,23.8739
22/02/2020,16:00,0,0.8,1,0.2,1.3,17.2,3.7,16.6667
22/02/2020,17:00,0,2.2,1.8,0.2,0.5,16.2,3.8,17.1171
22/02/2020,18:00,0,0.8,1.4,0.2,0.7,15.4,7.7,34.6847
22/02/2020,19:00,0,0.1,0.8,0.2,1.3,13.1,3.9,17.5676
22/02/2020,20:00,0,0.1,1,0.2,1,15,6.5,29.2793
22/02/2020,21:00,0,0,0.3,0.1,1.8,15.1,4.5,20.2703
22/02/2020,22:00,0,0,0.2,0.1,1.8,14.1,2,13.0556
22/02/2020,23:00,0,0,0.2,0.1,2,14.1,2.6,13.0556
22/02/2020,24:00,0,0,0.2,0.1,2.2,15.4,3.3,14.8649
23/02/2020,01:00,0,0,0,0.1,2.4,14.4,2.9,13.3333
23/02/2020,02:00,0.05,0.1,0.25,0.15,2.5,12.4,3.8,17.1171
23/02/2020,03:00,0,0,0.1,0.1,2.3,10.3,3,13.5135
23/02/2020,04:00,0,0,0,0.1,2.5,10.9,0.6,10.0926
23/02/2020,05:00,0,0,0,0.1,2,17.4,5.5,24.7748
23/02/2020,06:00,0,0,0,0.1,2.1,12.2,2,11.2963
23/02/2020,07:00,0,0,0,0.2,2,12.1,1.1,11.2037
23/02/2020,08:00,0,0.1,0.2,0.2,1.9,11.8,3.5,15.7658
23/02/2020,09:00,0,0.1,0.2,0.2,1.9,13.2,1.5,12.2222
23/02/2020,10:00,0.1,0.2,0.3,0.2,1.9,16.4,4,18.018
23/02/2020,11:00,0.1,0.8,0.9,0.2,1.4,17.5,2.1,16.2037
23/02/2020,12:00,0,0.1,0.2,0.2,2.2,10,4.3,19.3694
23/02/2020,13:00,0,0.1,0.1,0.2,2.5,9.8,1.5,9.07407
23/02/2020,14:00,0,0.1,0.1,0.1,2.6,10.9,-0.8,10.0926
23/02/2020,15:00,0,0,0.1,0.1,2.7,10.3,0.5,9.53704
23/02/2020,16:00,0,0,0.2,0.1,2.4,14.2,0.1,13.1481
23/02/2020,17:00,0,0.1,0.2,0.1,2.3,13.8,1.4,12.7778
23/02/2020,18:00,0,0.1,0.4,0.2,2,15,5,22.5225
23/02/2020,19:00,0,0,0.3,0.1,2.2,17.1,5.7,25.6757
23/02/2020,20:00,0,0,0.2,0.1,2.3,14,1.7,12.963
23/02/2020,21:00,0,0,0.2,0.1,2.2,13.5,-1.3,12.5
23/02/2020,22:00,0,0,0.3,0.2,2.2,13.8,-3.8,12.7778
23/02/2020,23:00,0,0,0.5,0.2,1.8,14.2,-1.5,13.1481
23/02/2020,24:00,0,0,0.3,0.2,1.8,12.6,-0.9,11.6667
24/02/2020,01:00,0,0,0.2,0.2,1.7,10.3,0.3,9.53704
24/02/2020,02:00,0,0.25,0.85,0.1,2,10.5,4.2,18.9189
24/02/2020,03:00,0,0,0.4,0.2,1.1,10.7,4.3,19.3694
24/02/2020,04:00,0,0,0.8,0.2,0.8,9.7,3.1,13.964
24/02/2020,05:00,0,0.1,1.2,0.2,0.3,11.6,3.7,16.6667
24/02/2020,06:00,0,1.4,1.4,0.3,0.2,14.8,0.6,13.7037
24/02/2020,07:00,0.1,2.8,1.4,0.3,0.3,19.5,0.8,18.0556
24/02/2020,08:00,0.2,3.7,1.7,0.4,0.5,23.6,-0.4,21.8519
24/02/2020,09:00,0.4,1.5,1.2,0.3,1.3,20.8,4.3,19.3694
24/02/2020,10:00,0.3,0.4,0.6,0.2,2,17.4,1.8,16.1111
24/02/2020,11:00,0.4,0.3,0.4,0.2,2.4,17.3,3.4,16.0185
24/02/2020,12:00,0.3,1.5,1.3,0.2,1.7,23.5,-1.6,21.7593
24/02/2020,13:00,0.2,1.3,1.2,0.2,2,20.1,5.2,23.4234
24/02/2020,14:00,0.1,0.2,0.3,0.2,3.1,19.7,6.1,27.4775
24/02/2020,15:00,0.1,0.7,0.9,0.2,2.4,19.4,4.1,18.4685
24/02/2020,16:00,0,0.2,0.4,0.2,2.8,21.6,5,22.5225
24/02/2020,17:00,0,0.1,0.3,0.2,2.6,19.1,2.9,17.6852
24/02/2020,18:00,0,0.1,0.3,0.2,2.3,14.1,4.9,22.0721
24/02/2020,19:00,0,0,0.4,0.1,2.2,19.2,5,22.5225
24/02/2020,20:00,0,0,0.4,0.2,2.2,15.9,10.1,45.4955
24/02/2020,21:00,0,0,0.4,0.2,2,14.3,7.9,35.5856
24/02/2020,22:00,0,0,0.3,0.2,1.9,12.9,8.6,38.7387
24/02/2020,23:00,0,0,0.6,0.2,1.6,12.9,4.7,21.1712
24/02/2020,24:00,0,0,0.6,0.1,1.4,14.2,2.7,13.1481
25/02/2020,01:00,0,0,0.3,0.2,1.4,9.9,2.1,9.45946
25/02/2020,02:00,0.1,3.45,1.8,0.35,0.3,10.1,3.2,14.4144
25/02/2020,03:00,0,0,0.7,0.1,0.6,10.7,0.1,9.90741
25/02/2020,04:00,0,0,0.5,0.1,0.5,8.6,0.4,7.96296
25/02/2020,05:00,0,0.1,0.8,0.2,0.3,9.2,1.4,8.51852
25/02/2020,06:00,0,0.5,0.9,0.4,0.2,24.6,10.9,49.0991
25/02/2020,07:00,0.1,1.9,1.1,0.4,0.3,48.3,14.8,56.9062
25/02/2020,08:00,0.2,1.9,1.2,0.3,0.7,13.2,10.3,46.3964
25/02/2020,09:00,0.9,2.2,1.2,0.2,0.8,17.2,7.3,32.8829
25/02/2020,10:00,0.3,0.5,0.5,0.25,2.3,12.5,-0.5,11.5741
25/02/2020,11:00,0,0.05,0.4,0.2,2.35,18.8,11.8,53.1532
25/02/2020,12:00,0.1,1.6,1.4,0.2,1.6,14.1,2.2,13.0556
25/02/2020,13:00,0.1,2.9,2,0.2,1.3,17.9,1.1,16.5741
25/02/2020,14:00,0.3,2.5,2.4,0.2,1.6,22.1,6.9,31.0811
25/02/2020,15:00,0.4,0.3,0.7,0.2,3.8,25.9,5.5,24.7748
25/02/2020,16:00,0.4,0.2,0.4,0.2,3.1,20.7,7.3,32.8829
25/02/2020,17:00,0.2,0.1,0.3,0.2,2.8,19,6.4,28.8288
25/02/2020,18:00,0,0,0.2,0.2,2.6,16.3,7.9,35.5856
25/02/2020,19:00,0,0,0.2,0.1,2.3,18,4.9,22.0721
25/02/2020,20:00,0,0,0.2,0.1,2,19.6,4.6,20.7207
25/02/2020,21:00,0.2,0,0.4,0.1,1.7,18.6,6.7,30.1802
25/02/2020,22:00,0.4,0,0.7,0.1,1.3,16.9,12.5,51.875
25/02/2020,23:00,0.3,0,0.7,0.1,1.2,13.5,8.3,37.3874
25/02/2020,24:00,0.2,0,0.4,0.2,1.5,13,5.2,23.4234
26/02/2020,01:00,0.1,0,0.6,0.2,1.3,14.8,3.3,14.8649
26/02/2020,02:00,0,0.05,0.5,0.15,2.15,10.7,2.6,11.7117
26/02/2020,03:00,0.1,0,0.4,0.2,1.3,9.6,3.7,16.6667
26/02/2020,04:00,0.1,0,0.5,0.2,1.3,10.6,3.5,15.7658
26/02/2020,05:00,0,0,0.4,0.2,1.3,11.8,1.4,10.9259
26/02/2020,06:00,0,0.2,1,0.2,0.6,14.5,7.6,34.2342
26/02/2020,07:00,0.1,2,1.5,0.4,0.3,18.2,8.3,37.3874
26/02/2020,08:00,0.1,1.7,1.6,0.3,1,17.5,10.2,45.9459
26/02/2020,09:00,0.2,0.8,1.1,0.2,2,17.3,2.1,16.0185
26/02/2020,10:00,0.3,0.1,0.4,0.2,3,8.1,0.1,7.5
26/02/2020,11:00,0.1,0.1,0.2,0.2,3.6,10.9,2,10.0926
26/02/2020,12:00,0,0,0.1,0.2,4.1,11.9,2.6,11.7117
26/02/2020,13:00,0,0,0.2,0.2,3.9,20.6,4.9,22.0721
26/02/2020,14:00,0,0.1,0.6,0.2,3,11.1,6.4,28.8288
26/02/2020,15:00,0,0.2,0.6,0.2,3.5,12.7,2.5,11.7593
26/02/2020,16:00,0,0.1,0.4,0.2,3.9,9.9,5.6,25.2252
26/02/2020,17:00,0,0,0.4,0.2,3.3,19,3.4,17.5926
26/02/2020,18:00,0,0,0.3,0.2,3.3,10.2,1.6,9.44444
26/02/2020,19:00,0,0,0.4,0.2,2.8,32.3,4,29.9074
26/02/2020,20:00,0,0,0.1,0.1,2.6,53.6,9.2,49.6296
26/02/2020,21:00,0,0,0.2,0.1,2.2,45,10.2,45.9459
26/02/2020,22:00,0,0,0.2,0.1,2.1,44.6,13.8,54.7188
26/02/2020,23:00,0,0,0.1,0.1,2.3,43,12.4,51.6562
26/02/2020,24:00,0,0,0,0.1,2.3,40.1,10.8,48.6486
27/02/2020,01:00,0,0,0,0.1,2.4,38.6,11.8,53.1532
27/02/2020,02:00,0.05,0,0.15,0.15,2.9,35.9,9.2,41.4414
27/02/2020,03:00,0,0,0.4,0.1,1.9,36.4,11,49.5495
27/02/2020,04:00,0,0,0.5,0.1,1.9,36.5,9.8,44.1441
27/02/2020,05:00,0,0,0.6,0.1,1.7,36.9,15.4,58.2188
27/02/2020,06:00,0,0,0.8,0.1,1.6,35.4,14.6,56.4688
27/02/2020,07:00,0.1,0.3,1.4,0.1,0.9,38.9,8,36.036
27/02/2020,08:00,0,0.3,1,0.1,1.2,37.9,8.3,37.3874
27/02/2020,09:00,0.1,0.5,0.8,0.1,1.6,39.4,9.8,44.1441
27/02/2020,10:00,0,0.5,0.6,0.1,1.9,42.6,6.6,39.4444
27/02/2020,11:00,0,0.3,0.3,0.1,2.3,38,9,40.5405
27/02/2020,12:00,0,0.4,0.6,0.1,2,37.9,9.3,41.8919
27/02/2020,13:00,0,0.3,0.5,0.1,2.1,38.6,14,55.1562
27/02/2020,14:00,0,0.3,0.3,0.1,2.6,44.4,15,57.3438
27/02/2020,15:00,0,0.2,0.3,0.1,2.6,42.3,11.6,52.2523
27/02/2020,16:00,0,0.2,0.2,0.1,2.4,38.4,9.4,42.3423
27/02/2020,17:00,0,0.2,0.3,0.1,2.2,38.3,4.8,35.463
27/02/2020,18:00,0,0.1,0.3,0.1,2.2,35.6,7.6,34.2342
27/02/2020,19:00,0,0,0.2,0.1,2.2,36.2,9.9,44.5946
27/02/2020,20:00,0,0,0.2,0.1,2.1,35.9,6.7,33.2407
27/02/2020,21:00,0,0,0.2,0.1,2.1,35.3,10.5,47.2973
27/02/2020,22:00,0,0,0.1,0.1,2.2,32.1,15.4,58.2188
27/02/2020,23:00,0,0,0.1,0.1,1.9,27.3,7.4,33.3333
27/02/2020,24:00,0,0,0.3,0.1,1.5,24.6,5.8,26.1261
28/02/2020,01:00,0.1,0,1,0.2,0.7,22.1,4,20.463
28/02/2020,02:00,0.05,1.05,1.6,0.3,0.45,24,5.9,26.5766
28/02/2020,03:00,0.1,0.7,1.4,0.2,0.3,20.7,5.1,22.973
28/02/2020,04:00,0.1,0.4,1.3,0.2,0.3,24.5,3.4,22.6852
28/02/2020,05:00,0.1,0.2,1.3,0.2,0.3,13.5,5.6,25.2252
28/02/2020,06:00,0,0.2,1.5,0.1,1,-2.6,12,54.0541
28/02/2020,07:00,0.1,2.1,2.2,0.2,0.5,32.6,7.1,31.982
28/02/2020,08:00,0.1,0.9,1.3,0.2,1.4,36.3,10.5,47.2973
28/02/2020,09:00,0.1,0.3,0.5,0.1,2.3,17.1,7.4,33.3333
28/02/2020,10:00,0.1,0.2,0.4,0.1,2.7,28.4,10.1,45.4955
28/02/2020,11:00,0.1,0.2,0.3,0.1,3.1,29.7,8.2,36.9369
28/02/2020,12:00,0,0.2,0.3,0.1,3.1,45.8,2.1,42.4074
28/02/2020,13:00,0,0.2,0.3,0.1,3,28.6,2.5,26.4815
28/02/2020,14:00,0,0.1,0.2,0.1,3.1,33.1,12.6,52.0938
28/02/2020,15:00,0,0.1,0.2,0.1,3,25.7,7.9,35.5856
28/02/2020,16:00,0,0.2,0.4,0.1,2.7,24.5,7.2,32.4324
28/02/2020,17:00,0,0.1,0.5,0.1,2.5,21.6,6.9,31.0811
28/02/2020,18:00,0,0.1,0.5,0.1,2.5,23.1,5.9,26.5766
28/02/2020,19:00,0,0.1,0.7,0.1,2,20.7,5.8,26.1261
28/02/2020,20:00,0,0.1,0.9,0.1,1.7,21.9,6.2,27.9279
28/02/2020,21:00,0,0.1,0.9,0.1,1.6,20.5,3.8,18.9815
28/02/2020,22:00,0,0.2,1.4,0.1,1.1,19.7,4.9,22.0721
28/02/2020,23:00,0,0.1,0.9,0.1,1.3,25.6,9.3,41.8919
28/02/2020,24:00,0,0,0.7,0.1,1.2,20.8,6.2,27.9279
29/02/2020,01:00,0,0,0.6,0.2,1.2,15.9,3.4,15.3153
29/02/2020,02:00,0,1.45,1,0.15,1.3,15.7,7.7,34.6847
29/02/2020,03:00,0,0,0.6,0.1,1.1,13.5,3.6,16.2162
29/02/2020,04:00,0,0,0.7,0.2,1,13.5,1.7,12.5
29/02/2020,05:00,0,0,0.8,0.1,0.9,12.5,1.5,11.5741
29/02/2020,06:00,0,0,1.1,0.2,0.6,13.1,4.4,19.8198
29/02/2020,07:00,0,0.3,1,0.2,0.7,16.6,4.4,19.8198
29/02/2020,08:00,0,0.8,1.1,0.2,0.8,19.1,3.5,17.6852
29/02/2020,09:00,0,0.4,0.5,0.2,1.7,20.5,4.5,20.2703
29/02/2020,10:00,0,0.3,0.4,0.2,2.2,19.2,6.1,27.4775
29/02/2020,11:00,0,0.4,0.6,0.1,2,15.8,5.1,22.973
29/02/2020,12:00,0,0.2,0.3,0.1,2.4,15.6,5.2,23.4234
29/02/2020,13:00,0,0.9,0.9,0.1,2,17,4,18.018
29/02/2020,14:00,0.2,1.4,1.2,0.2,1.6,18.5,8.4,37.8378
29/02/2020,15:00,0.1,1.5,1.2,0.2,1.6,24.1,3.8,22.3148
29/02/2020,16:00,0,0.3,0.4,0.2,2,17.3,3.9,17.5676
29/02/2020,17:00,0,0.1,0.3,0.2,2.2,19.2,2.4,17.7778
29/02/2020,18:00,0,0,0.2,0.2,2.4,22.5,8,36.036
29/02/2020,19:00,0,0,0.3,0.2,2.3,25.4,10,45.045
29/02/2020,20:00,0,0,0.4,0.2,2.1,25.2,10.6,47.7477
29/02/2020,21:00,0,0,0.3,0.2,2,23.3,13.5,54.0625
29/02/2020,22:00,0,0,0.2,0.2,2,22.5,9.2,41.4414
29/02/2020,23:00,0,0,0.3,0.2,1.7,18.1,2.9,16.7593
29/02/2020,24:00,0,0,0.3,0.2,1.5,16.2,7.3,32.8829
01/03/2020,01:00,0,0,0.5,0.2,1.2,14.8,5.4,24.3243
01/03/2020,02:00,0.1,1.65,1.5,0.35,1.3,15.6,7.9,35.5856
01/03/2020,03:00,0,0,0.8,0.3,0.5,13.5,4,18.018
01/03/2020,04:00,0,0.1,0.9,0.3,0.3,12.5,7.2,32.4324
01/03/2020,05:00,0,0.1,0.9,0.3,0.2,13.4,21.2,70.9062
01/03/2020,06:00,0,0.2,0.9,0.3,0.2,14.8,19.5,67.1875
